CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,CustomerAgeCluster
820868508,Existing Customer,47,Male,College,Married,$40K - $60K,Blue,43,4,1,7106,Fourties
789240258,Existing Customer,50,Female,Uneducated,Single,$40K - $60K,Blue,35,3,1,2784,Fifties
716951658,Existing Customer,51,Female,High School,Single,$40K - $60K,Blue,38,3,1,5536,Fifties
718932633,Existing Customer,45,Female,College,Married,Less than $40K,Blue,35,2,2,1717,Fourties
711487533,Attrited Customer,47,Female,Unknown,Married,Less than $40K,Blue,38,3,2,1438.3,Fourties
715306983,Attrited Customer,42,Male,High School,Married,$60K - $80K,Blue,36,2,3,1866,Fourties
712771233,Existing Customer,52,Male,Unknown,Single,$80K - $120K,Blue,36,4,1,2516,Fifties
789637308,Attrited Customer,45,Female,College,Divorced,$40K - $60K,Blue,39,3,4,3076,Fourties
717247383,Existing Customer,48,Male,Graduate,Single,$40K - $60K,Blue,36,2,3,7514,Fourties
714842208,Existing Customer,52,Female,Graduate,Married,$40K - $60K,Blue,36,4,2,2804,Fifties
794172033,Attrited Customer,58,Female,Post-Graduate,Divorced,Less than $40K,Blue,52,1,3,1817,Fifties
713592408,Existing Customer,43,Female,High School,Married,Less than $40K,Blue,28,3,2,2590,Fourties
709314408,Existing Customer,39,Female,College,Single,$40K - $60K,Blue,29,3,1,4938,Thirties
715957233,Existing Customer,53,Male,College,Single,$60K - $80K,Blue,36,1,1,19940,Fifties
719414658,Existing Customer,52,Female,Graduate,Single,Unknown,Blue,36,4,1,12366,Fifties
719632683,Existing Customer,40,Male,Graduate,Single,$40K - $60K,Blue,30,3,3,2583,Fourties
708136908,Existing Customer,62,Female,Graduate,Single,Less than $40K,Blue,53,2,2,2616,Sixties
721393083,Existing Customer,52,Female,Unknown,Single,$40K - $60K,Blue,45,3,1,6053,Fifties
714520233,Attrited Customer,59,Female,Graduate,Married,Less than $40K,Blue,36,3,2,1708,Fifties
709455108,Existing Customer,49,Female,Unknown,Married,Less than $40K,Blue,33,2,1,2393,Fourties
767058183,Existing Customer,53,Female,Graduate,Divorced,Less than $40K,Blue,46,4,3,3424,Fifties
770800683,Existing Customer,48,Female,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2640,Fourties
779651058,Existing Customer,59,Female,Unknown,Single,$40K - $60K,Blue,42,2,2,1931,Fifties
710443833,Existing Customer,50,Male,Unknown,Single,$120K +,Blue,38,4,2,2123,Fifties
717725433,Attrited Customer,54,Female,Graduate,Married,$40K - $60K,Blue,44,4,2,1606,Fifties
720600858,Existing Customer,41,Male,Graduate,Married,$60K - $80K,Blue,26,2,2,5633,Fourties
717797658,Existing Customer,57,Female,Graduate,Married,Less than $40K,Blue,45,2,2,1438.3,Fifties
779458383,Existing Customer,50,Female,High School,Married,Less than $40K,Blue,32,2,3,2590,Fifties
788767983,Existing Customer,43,Male,Unknown,Single,$60K - $80K,Blue,24,1,3,4556,Fourties
711994458,Existing Customer,47,Female,High School,Married,Unknown,Blue,39,4,0,1537,Fourties
713948808,Existing Customer,55,Male,High School,Single,$60K - $80K,Blue,47,2,2,1602,Fifties
710456658,Existing Customer,50,Female,Graduate,Married,Less than $40K,Blue,31,2,1,2080,Fifties
771531708,Existing Customer,46,Female,Unknown,Single,Unknown,Blue,34,3,1,7565,Fourties
713546883,Existing Customer,47,Male,Graduate,Divorced,$60K - $80K,Blue,29,2,3,4786,Fourties
711447783,Existing Customer,53,Female,Graduate,Single,Less than $40K,Blue,38,2,3,2375,Fifties
713746608,Existing Customer,48,Female,High School,Married,Unknown,Blue,37,2,2,8446,Fourties
718020408,Existing Customer,60,Female,Graduate,Married,Less than $40K,Blue,36,4,3,1977,Sixties
719475633,Existing Customer,42,Male,Post-Graduate,Married,$80K - $120K,Blue,30,2,3,13908,Fourties
719654283,Existing Customer,52,Female,Graduate,Married,$40K - $60K,Silver,42,3,2,19220,Fifties
720114633,Existing Customer,44,Female,High School,Single,Less than $40K,Blue,30,3,1,2709,Fourties
816315558,Existing Customer,38,Male,High School,Single,$60K - $80K,Blue,33,4,1,1503,Thirties
712567083,Existing Customer,51,Male,High School,Married,$80K - $120K,Blue,36,2,2,9186,Fifties
711302883,Existing Customer,50,Female,Graduate,Single,Less than $40K,Blue,46,2,2,2165,Fifties
719775408,Existing Customer,41,Female,High School,Single,Unknown,Blue,36,2,3,1438.3,Fourties
712070208,Existing Customer,61,Female,College,Single,Unknown,Blue,50,4,1,6673,Sixties
718641483,Existing Customer,53,Female,Graduate,Married,Less than $40K,Blue,42,1,1,2404,Fifties
710690733,Attrited Customer,47,Female,Graduate,Married,Less than $40K,Blue,35,3,2,1666,Fourties
718441308,Existing Customer,41,Male,Graduate,Single,$60K - $80K,Blue,31,1,3,8228,Fourties
772243833,Existing Customer,54,Female,Doctorate,Single,Less than $40K,Blue,43,1,3,3186,Fifties
711992133,Existing Customer,53,Female,Uneducated,Married,Less than $40K,Blue,41,2,2,2596,Fifties
779084208,Attrited Customer,43,Female,High School,Divorced,Less than $40K,Blue,24,2,2,1662,Fourties
715304958,Attrited Customer,42,Female,Graduate,Single,Less than $40K,Blue,27,2,2,2053,Fourties
713179083,Existing Customer,32,Female,Uneducated,Single,Unknown,Blue,25,2,1,3193,Thirties
709836258,Existing Customer,45,Female,Graduate,Married,Less than $40K,Blue,41,1,2,1927,Fourties
715950483,Attrited Customer,39,Female,Uneducated,Married,$40K - $60K,Blue,27,3,3,2821,Thirties
798281808,Existing Customer,48,Male,High School,Married,$60K - $80K,Blue,42,4,3,3879,Fourties
720414558,Existing Customer,56,Female,Unknown,Married,Less than $40K,Blue,36,2,1,1971,Fifties
713509908,Existing Customer,48,Female,Graduate,Married,Unknown,Blue,35,1,1,1755,Fourties
711919608,Attrited Customer,42,Female,Graduate,Married,Less than $40K,Blue,36,3,2,2031,Fourties
709993158,Existing Customer,46,Female,Graduate,Married,Less than $40K,Blue,31,2,0,2330,Fourties
767815233,Existing Customer,46,Female,College,Married,Less than $40K,Blue,40,4,2,1438.3,Fourties
717624708,Attrited Customer,59,Male,High School,Divorced,Less than $40K,Blue,51,5,3,1438.3,Fifties
720015183,Existing Customer,60,Male,Graduate,Married,$120K +,Blue,46,3,1,5130,Sixties
778236858,Existing Customer,54,Female,Graduate,Married,Unknown,Blue,42,1,1,11794,Fifties
789095958,Attrited Customer,50,Male,Unknown,Single,$60K - $80K,Blue,38,3,3,7603,Fifties
713736333,Attrited Customer,41,Female,Uneducated,Married,$40K - $60K,Blue,36,3,4,3606,Fourties
717836733,Existing Customer,49,Female,Graduate,Married,Less than $40K,Blue,36,2,1,5153,Fourties
712619808,Existing Customer,47,Female,College,Single,Less than $40K,Blue,36,2,1,2500,Fourties
712221408,Existing Customer,42,Male,Graduate,Single,$40K - $60K,Blue,33,3,2,2654,Fourties
714213708,Attrited Customer,35,Female,College,Single,Less than $40K,Blue,25,3,2,3611,Thirties
720289533,Existing Customer,47,Female,Unknown,Married,Unknown,Blue,42,2,3,1882,Fourties
709469658,Existing Customer,47,Male,Unknown,Single,$80K - $120K,Blue,36,1,2,7421,Fourties
772323033,Existing Customer,44,Female,Graduate,Single,Less than $40K,Blue,33,2,2,4606,Fourties
742572558,Existing Customer,32,Female,High School,Divorced,Unknown,Blue,25,3,1,12268,Thirties
718848183,Existing Customer,50,Male,Post-Graduate,Married,$80K - $120K,Blue,42,1,1,9873,Fifties
719034183,Existing Customer,46,Female,Graduate,Single,Less than $40K,Blue,38,1,3,1555,Fourties
720142308,Attrited Customer,52,Female,Graduate,Married,Less than $40K,Blue,36,3,4,2160,Fifties
771872733,Existing Customer,38,Male,Unknown,Married,$60K - $80K,Blue,26,2,1,3809,Thirties
718816158,Existing Customer,44,Female,High School,Single,Less than $40K,Blue,33,3,3,5362,Fourties
720003558,Existing Customer,43,Female,Graduate,Unknown,Less than $40K,Blue,32,4,3,1834,Fourties
818993508,Existing Customer,52,Female,Graduate,Married,Less than $40K,Blue,47,4,2,2577,Fifties
715672458,Existing Customer,47,Male,Graduate,Single,$60K - $80K,Blue,36,3,2,2721,Fourties
789820308,Existing Customer,50,Female,Graduate,Married,Less than $40K,Blue,40,2,2,2925,Fifties
819688458,Attrited Customer,44,Female,Graduate,Unknown,Less than $40K,Blue,39,3,2,1545,Fourties
710785383,Attrited Customer,49,Female,Graduate,Married,Less than $40K,Blue,39,3,1,2212,Fourties
712837233,Existing Customer,46,Male,High School,Single,$120K +,Blue,36,1,3,13001,Fourties
713597658,Attrited Customer,36,Female,Uneducated,Single,Less than $40K,Blue,22,3,1,2784,Thirties
713953383,Attrited Customer,50,Male,Post-Graduate,Single,$60K - $80K,Blue,36,3,2,2317,Fifties
716891583,Existing Customer,41,Female,High School,Unknown,Less than $40K,Blue,36,2,0,1867,Fourties
716510658,Attrited Customer,50,Female,Doctorate,Single,Less than $40K,Blue,38,3,3,2595,Fifties
708125733,Existing Customer,46,Female,College,Divorced,Less than $40K,Blue,36,3,1,1438.3,Fourties
716484333,Existing Customer,46,Female,Graduate,Married,Less than $40K,Blue,40,1,2,1696,Fourties
708519108,Attrited Customer,46,Female,Graduate,Married,Unknown,Blue,24,3,2,2694,Fourties
719740008,Attrited Customer,51,Female,High School,Married,Less than $40K,Blue,41,3,4,2791,Fifties
717087858,Existing Customer,51,Female,Graduate,Single,$40K - $60K,Blue,36,3,1,2146,Fifties
711605208,Attrited Customer,61,Male,Uneducated,Married,$80K - $120K,Blue,43,3,5,1438.3,Sixties
714882258,Existing Customer,38,Female,College,Married,Unknown,Blue,36,1,2,1438.3,Thirties
792300858,Existing Customer,44,Female,Graduate,Divorced,$40K - $60K,Blue,38,2,2,4269,Fourties
766550808,Existing Customer,45,Female,Graduate,Married,$40K - $60K,Blue,38,6,1,4195,Fourties
718941183,Existing Customer,48,Female,College,Married,Less than $40K,Blue,38,2,2,1832,Fourties
708516558,Existing Customer,37,Female,High School,Married,Less than $40K,Blue,36,2,1,2588,Thirties
709350783,Existing Customer,63,Female,Unknown,Single,Less than $40K,Blue,36,1,1,4847,Sixties
771230508,Existing Customer,46,Female,College,Married,$40K - $60K,Blue,33,1,1,2423,Fourties
710978058,Existing Customer,50,Female,Uneducated,Single,$40K - $60K,Blue,41,2,3,7507,Fifties
713405133,Existing Customer,51,Male,College,Married,$120K +,Blue,43,2,3,5232,Fifties
710723958,Existing Customer,43,Female,Uneducated,Single,Unknown,Blue,32,1,1,1438.3,Fourties
823840458,Existing Customer,47,Female,High School,Married,Unknown,Blue,43,2,2,1828,Fourties
791754258,Existing Customer,49,Female,Graduate,Married,Unknown,Blue,43,3,2,2557,Fourties
789472833,Existing Customer,42,Female,College,Divorced,Less than $40K,Blue,33,3,1,2283,Fourties
711099408,Existing Customer,35,Female,High School,Single,Less than $40K,Blue,25,2,3,2684,Thirties
745853283,Existing Customer,38,Female,Graduate,Married,Unknown,Blue,31,1,3,7234,Thirties
717790233,Existing Customer,37,Female,College,Single,$40K - $60K,Blue,26,2,3,1438.3,Thirties
818791833,Existing Customer,42,Female,Graduate,Married,Less than $40K,Blue,37,2,1,2730,Fourties
714981483,Existing Customer,50,Female,High School,Married,Unknown,Blue,38,2,1,2808,Fifties
719373558,Existing Customer,42,Female,Unknown,Single,Less than $40K,Blue,36,1,1,6275,Fourties
823609383,Existing Customer,43,Female,College,Unknown,$40K - $60K,Blue,39,1,3,1438.3,Fourties
714408933,Attrited Customer,44,Male,Graduate,Single,$80K - $120K,Blue,36,2,2,10834,Fourties
713661933,Existing Customer,44,Female,College,Married,Less than $40K,Blue,33,1,3,1522,Fourties
716218908,Existing Customer,48,Female,Doctorate,Single,Unknown,Blue,39,1,1,2845,Fourties
818710233,Existing Customer,41,Female,Graduate,Married,$40K - $60K,Blue,36,2,3,2329,Fourties
719463708,Existing Customer,47,Female,Uneducated,Single,$40K - $60K,Blue,34,1,3,2099,Fourties
817958733,Existing Customer,42,Female,Uneducated,Married,Unknown,Blue,37,1,1,5099,Fourties
708397008,Existing Customer,54,Female,Graduate,Married,Unknown,Blue,43,2,3,3805,Fifties
720547533,Existing Customer,47,Female,High School,Married,Unknown,Blue,32,2,1,11438,Fourties
708780783,Existing Customer,43,Female,Graduate,Single,$40K - $60K,Blue,33,3,3,2434,Fourties
758178558,Existing Customer,44,Female,Graduate,Single,Unknown,Blue,37,2,1,4703,Fourties
716237508,Existing Customer,44,Female,High School,Married,Unknown,Blue,36,3,2,5254,Fourties
714735033,Existing Customer,45,Female,Doctorate,Married,Less than $40K,Blue,34,2,2,1438.3,Fourties
709726158,Existing Customer,40,Female,Graduate,Single,Less than $40K,Blue,26,3,0,2206,Fourties
770909433,Existing Customer,50,Female,College,Married,$40K - $60K,Blue,37,2,1,3600,Fifties
822121608,Existing Customer,46,Male,High School,Unknown,$60K - $80K,Blue,42,3,2,7116,Fourties
717278808,Existing Customer,37,Female,College,Married,Less than $40K,Blue,28,2,1,1788,Thirties
712640583,Existing Customer,60,Female,Doctorate,Married,Unknown,Blue,51,1,3,7508,Sixties
716099958,Attrited Customer,39,Female,Unknown,Married,$40K - $60K,Blue,31,3,6,3333,Thirties
788772708,Existing Customer,50,Female,Graduate,Married,Unknown,Blue,31,1,3,13745,Fifties
712795833,Attrited Customer,34,Female,Graduate,Married,Less than $40K,Blue,36,2,4,5021,Thirties
718892283,Existing Customer,43,Male,Graduate,Married,$40K - $60K,Blue,34,2,1,4396,Fourties
720294258,Existing Customer,40,Female,Graduate,Single,Less than $40K,Blue,30,2,2,2558,Fourties
721181883,Existing Customer,30,Female,College,Single,Unknown,Blue,18,2,3,9641,Thirties
712098033,Existing Customer,38,Female,Uneducated,Married,Unknown,Blue,36,3,1,12621,Thirties
712593933,Attrited Customer,40,Male,Doctorate,Married,$40K - $60K,Blue,36,3,4,2313,Fourties
711343233,Existing Customer,53,Female,Uneducated,Married,Less than $40K,Blue,36,1,3,1438.3,Fifties
712394283,Existing Customer,44,Female,Graduate,Divorced,Less than $40K,Blue,30,3,2,1791,Fourties
790021233,Existing Customer,52,Female,Uneducated,Single,Less than $40K,Blue,44,3,2,2300,Fifties
711890808,Existing Customer,42,Female,Graduate,Married,Less than $40K,Blue,36,2,2,2526,Fourties
714164808,Attrited Customer,42,Female,Graduate,Married,$40K - $60K,Blue,33,3,2,2918,Fourties
825850383,Existing Customer,53,Female,Graduate,Single,Unknown,Blue,49,2,3,6074,Fifties
789533133,Existing Customer,45,Male,High School,Married,$60K - $80K,Blue,37,1,2,4995,Fourties
779523258,Existing Customer,34,Male,Graduate,Married,$40K - $60K,Blue,17,2,1,3323,Thirties
719617758,Existing Customer,56,Female,Graduate,Married,Less than $40K,Blue,48,1,3,2464,Fifties
779858058,Existing Customer,34,Female,Graduate,Unknown,Less than $40K,Blue,18,1,3,2730,Thirties
710423358,Existing Customer,35,Female,College,Unknown,Unknown,Blue,29,3,3,1438.3,Thirties
710500983,Attrited Customer,43,Male,College,Single,$80K - $120K,Blue,34,4,3,4617,Fourties
711851583,Existing Customer,50,Male,Graduate,Married,$120K +,Blue,42,2,1,8220,Fifties
779405133,Existing Customer,40,Female,College,Single,Less than $40K,Blue,29,3,1,5716,Fourties
719410083,Existing Customer,49,Female,Unknown,Single,Less than $40K,Blue,36,3,0,1635,Fourties
796196733,Existing Customer,52,Female,Unknown,Single,$40K - $60K,Blue,46,2,3,4259,Fifties
711904008,Attrited Customer,40,Male,High School,Married,$60K - $80K,Blue,36,3,5,5869,Fourties
717666783,Attrited Customer,56,Female,College,Single,Less than $40K,Blue,46,3,3,2272,Fifties
719911458,Existing Customer,49,Female,High School,Married,Less than $40K,Blue,36,2,3,2598,Fourties
787506558,Existing Customer,50,Male,Graduate,Single,$60K - $80K,Blue,38,1,1,10762,Fifties
719046558,Existing Customer,39,Male,Graduate,Married,$60K - $80K,Blue,36,3,3,1982,Thirties
708291633,Existing Customer,33,Female,Doctorate,Unknown,Unknown,Blue,21,3,3,4651,Thirties
720731808,Attrited Customer,52,Female,Graduate,Single,Less than $40K,Blue,38,3,4,2437,Fifties
745124658,Existing Customer,42,Female,High School,Single,Less than $40K,Blue,35,2,1,2563,Fourties
789907533,Attrited Customer,49,Male,Graduate,Married,$80K - $120K,Blue,40,2,3,4576,Fourties
716466483,Existing Customer,44,Female,Uneducated,Single,$40K - $60K,Blue,34,3,3,2245,Fourties
715919283,Attrited Customer,39,Female,College,Single,$40K - $60K,Blue,36,2,3,1776,Thirties
756736008,Existing Customer,45,Female,Post-Graduate,Married,Less than $40K,Blue,38,2,3,2911,Fourties
772857558,Existing Customer,47,Male,Graduate,Married,$60K - $80K,Blue,30,2,3,2257,Fourties
709246683,Existing Customer,62,Male,Unknown,Single,Unknown,Blue,36,1,1,18457,Sixties
714559458,Attrited Customer,46,Male,College,Married,$60K - $80K,Blue,36,2,1,1681,Fourties
778405458,Existing Customer,52,Female,High School,Single,Unknown,Blue,32,1,3,1461,Fifties
772150983,Attrited Customer,48,Female,High School,Unknown,Less than $40K,Blue,37,2,1,2363,Fourties
715128408,Existing Customer,49,Female,Unknown,Married,Less than $40K,Blue,36,3,3,1438.3,Fourties
717856983,Existing Customer,42,Female,Uneducated,Married,Unknown,Blue,29,2,3,1840,Fourties
778231983,Existing Customer,49,Female,Unknown,Single,$40K - $60K,Blue,39,2,3,7382,Fourties
823908858,Existing Customer,51,Male,Unknown,Married,$80K - $120K,Blue,47,3,2,3861,Fifties
798011733,Existing Customer,53,Female,Graduate,Married,Less than $40K,Blue,47,1,2,1562,Fifties
717945108,Existing Customer,49,Female,Graduate,Unknown,$40K - $60K,Blue,36,1,2,3088,Fourties
712560558,Existing Customer,55,Female,College,Single,Less than $40K,Blue,42,2,1,1438.3,Fifties
711391308,Existing Customer,46,Female,Uneducated,Married,$40K - $60K,Blue,34,3,3,2168,Fourties
717688233,Existing Customer,34,Female,High School,Married,$40K - $60K,Blue,28,1,0,2432,Thirties
721093608,Existing Customer,44,Male,High School,Single,$40K - $60K,Blue,31,1,1,2197,Fourties
712669983,Existing Customer,39,Male,Graduate,Single,$80K - $120K,Blue,30,3,3,10009,Thirties
790017858,Existing Customer,47,Female,Post-Graduate,Unknown,$40K - $60K,Blue,36,1,2,3979,Fourties
712012758,Existing Customer,49,Female,Uneducated,Married,Less than $40K,Blue,41,1,3,2189,Fourties
720249183,Existing Customer,46,Female,Graduate,Single,Unknown,Blue,31,2,3,8243,Fourties
821813058,Existing Customer,42,Male,High School,Divorced,$80K - $120K,Blue,38,2,1,11946,Fourties
778152108,Existing Customer,31,Female,High School,Single,Less than $40K,Blue,23,2,3,2239,Thirties
720563958,Existing Customer,48,Female,Post-Graduate,Married,Unknown,Blue,38,1,3,4025,Fourties
719633508,Existing Customer,52,Female,Doctorate,Married,Less than $40K,Blue,39,1,1,1663,Fifties
716689383,Existing Customer,39,Female,Graduate,Married,$40K - $60K,Blue,26,1,1,3649,Thirties
711420258,Existing Customer,43,Female,Unknown,Single,Less than $40K,Blue,36,3,2,1438.3,Fourties
713177808,Existing Customer,57,Female,College,Single,Less than $40K,Blue,51,1,0,2894,Fifties
708897408,Existing Customer,46,Male,College,Single,$60K - $80K,Blue,36,2,3,1621,Fourties
710855508,Existing Customer,45,Female,Uneducated,Married,Less than $40K,Blue,33,3,1,2740,Fourties
710115108,Existing Customer,45,Female,Graduate,Unknown,$40K - $60K,Blue,37,2,3,5562,Fourties
713920158,Attrited Customer,41,Female,Uneducated,Unknown,Unknown,Blue,36,3,1,13733,Fourties
715303608,Existing Customer,46,Female,High School,Married,Less than $40K,Blue,36,2,1,2374,Fourties
710897133,Existing Customer,51,Female,Unknown,Unknown,Less than $40K,Blue,36,2,2,2267,Fifties
772813458,Existing Customer,48,Female,Graduate,Married,Unknown,Blue,39,1,2,6130,Fourties
712998033,Attrited Customer,37,Male,High School,Single,$120K +,Blue,36,2,2,7361,Thirties
712843983,Attrited Customer,41,Female,College,Divorced,Less than $40K,Blue,36,3,4,1569,Fourties
717947508,Existing Customer,47,Male,Uneducated,Divorced,$80K - $120K,Blue,34,1,3,1626,Fourties
719279208,Existing Customer,35,Female,Unknown,Married,Less than $40K,Blue,36,1,2,2158,Thirties
711365133,Existing Customer,43,Male,Unknown,Single,$60K - $80K,Blue,31,3,1,2283,Fourties
720328008,Existing Customer,57,Female,High School,Unknown,$40K - $60K,Blue,42,1,1,2542,Fifties
718183833,Existing Customer,30,Female,Graduate,Single,Less than $40K,Blue,18,2,1,1438.3,Thirties
717985158,Existing Customer,47,Male,Graduate,Unknown,$40K - $60K,Blue,37,3,1,2335,Fourties
771928608,Existing Customer,34,Male,Uneducated,Single,$60K - $80K,Blue,23,1,1,2033,Thirties
713355708,Existing Customer,41,Female,High School,Married,Unknown,Blue,31,6,3,4739,Fourties
816761433,Existing Customer,36,Male,College,Single,$80K - $120K,Blue,31,2,3,5821,Thirties
714245358,Existing Customer,47,Female,Graduate,Divorced,Less than $40K,Blue,36,3,2,2182,Fourties
716313858,Existing Customer,53,Female,Graduate,Married,Less than $40K,Blue,36,4,0,3319,Fifties
714868608,Existing Customer,52,Female,Graduate,Married,Less than $40K,Blue,36,3,1,3021,Fifties
717273333,Existing Customer,49,Male,College,Married,$80K - $120K,Blue,37,2,2,29219,Fourties
711631158,Existing Customer,52,Female,High School,Single,Less than $40K,Blue,42,2,2,1438.3,Fifties
714127383,Attrited Customer,48,Female,Unknown,Unknown,Unknown,Blue,36,3,2,4431,Fourties
790204983,Existing Customer,46,Female,Graduate,Married,Unknown,Blue,40,5,3,3131,Fourties
822051858,Existing Customer,26,Female,Graduate,Single,Less than $40K,Blue,22,1,3,1486,Twenties
715144383,Existing Customer,40,Female,High School,Single,Unknown,Blue,36,3,2,6384,Fourties
717971208,Existing Customer,39,Female,Graduate,Single,Less than $40K,Blue,28,3,2,2077,Thirties
718829358,Existing Customer,40,Female,Uneducated,Divorced,$40K - $60K,Blue,32,1,2,1956,Fourties
779380908,Attrited Customer,51,Male,Unknown,Married,$80K - $120K,Blue,39,3,4,24462,Fifties
714144258,Existing Customer,43,Female,Graduate,Married,Less than $40K,Blue,34,2,1,2725,Fourties
797666358,Existing Customer,46,Female,Uneducated,Unknown,$40K - $60K,Blue,40,3,1,1474,Fourties
709965858,Existing Customer,46,Male,High School,Married,$120K +,Blue,28,3,3,9880,Fourties
779980758,Existing Customer,58,Male,High School,Divorced,$60K - $80K,Blue,46,2,0,2467,Fifties
811775883,Existing Customer,46,Male,Graduate,Divorced,$60K - $80K,Blue,41,2,1,5397,Fourties
799720158,Existing Customer,50,Male,Graduate,Single,$80K - $120K,Blue,44,3,2,3370,Fifties
713011683,Attrited Customer,37,Female,College,Married,Unknown,Blue,24,2,4,11239,Thirties
713503983,Existing Customer,55,Female,College,Married,$40K - $60K,Blue,36,1,3,2240,Fifties
712137033,Existing Customer,52,Female,College,Married,Unknown,Blue,45,1,2,2737,Fifties
715910883,Existing Customer,48,Female,High School,Married,Less than $40K,Blue,40,4,3,4170,Fourties
718142958,Existing Customer,46,Male,Graduate,Single,$60K - $80K,Blue,27,3,2,21839,Fourties
719359458,Existing Customer,49,Female,Uneducated,Single,Less than $40K,Blue,42,3,2,1991,Fourties
714869958,Existing Customer,55,Male,Uneducated,Single,$120K +,Blue,36,2,3,29795,Fifties
771163533,Existing Customer,52,Female,Unknown,Married,$40K - $60K,Blue,39,2,1,1438.3,Fifties
709028208,Existing Customer,44,Female,Graduate,Married,Unknown,Blue,37,3,2,24221,Fourties
719834208,Existing Customer,42,Male,Graduate,Married,$60K - $80K,Blue,35,1,2,2131,Fourties
779305008,Existing Customer,41,Female,High School,Single,Less than $40K,Blue,23,2,2,2787,Fourties
714506583,Existing Customer,48,Female,Graduate,Unknown,Less than $40K,Blue,38,3,1,1438.3,Fourties
712677633,Attrited Customer,42,Female,Uneducated,Divorced,Unknown,Blue,31,3,4,2712,Fourties
708450033,Existing Customer,43,Female,High School,Unknown,Less than $40K,Blue,13,2,1,2605,Fourties
719606133,Existing Customer,42,Male,Graduate,Single,$60K - $80K,Blue,31,2,1,5169,Fourties
789772983,Existing Customer,49,Male,College,Unknown,$80K - $120K,Blue,38,3,3,4694,Fourties
720656883,Existing Customer,50,Female,Graduate,Single,Less than $40K,Blue,40,3,1,1848,Fifties
718108758,Existing Customer,43,Male,Unknown,Single,$60K - $80K,Blue,36,1,2,6039,Fourties
709408983,Existing Customer,54,Male,High School,Married,$120K +,Blue,42,2,3,5256,Fifties
771592458,Existing Customer,48,Female,Graduate,Unknown,Less than $40K,Blue,36,2,3,1708,Fourties
778932633,Existing Customer,57,Female,Graduate,Married,Less than $40K,Blue,40,3,2,1629,Fifties
708669408,Existing Customer,54,Male,College,Single,$60K - $80K,Blue,45,1,3,20401,Fifties
779947908,Existing Customer,56,Male,Graduate,Divorced,$120K +,Blue,45,3,1,3296,Fifties
716007708,Existing Customer,48,Male,Graduate,Married,$120K +,Blue,37,1,2,8956,Fourties
767574108,Existing Customer,49,Female,College,Married,Less than $40K,Blue,43,3,2,1438.3,Fourties
720777558,Existing Customer,46,Female,Graduate,Single,Less than $40K,Blue,38,2,2,2671,Fourties
816841083,Existing Customer,58,Female,College,Married,Less than $40K,Blue,53,3,1,2493,Fifties
778849908,Existing Customer,59,Female,Doctorate,Married,Less than $40K,Blue,40,3,1,2687,Fifties
708745983,Existing Customer,37,Female,Unknown,Married,$40K - $60K,Blue,36,2,2,2208,Thirties
713381433,Attrited Customer,38,Female,High School,Married,Less than $40K,Blue,28,3,3,4196,Thirties
779404383,Existing Customer,47,Female,Uneducated,Divorced,Unknown,Blue,36,2,3,12581,Fourties
718607883,Existing Customer,41,Male,Post-Graduate,Single,$80K - $120K,Blue,30,2,2,17890,Fourties
710542983,Existing Customer,48,Female,Graduate,Married,Less than $40K,Blue,21,6,0,1930,Fourties
709769283,Existing Customer,36,Female,Unknown,Divorced,Unknown,Blue,16,3,3,8513,Thirties
721253508,Existing Customer,40,Male,High School,Married,$80K - $120K,Blue,36,3,1,9599,Fourties
801037833,Existing Customer,38,Male,Uneducated,Single,$80K - $120K,Blue,32,2,3,3192,Thirties
711452583,Existing Customer,43,Female,Graduate,Unknown,Unknown,Blue,36,5,1,2778,Fourties
716697708,Attrited Customer,61,Female,High School,Single,Unknown,Blue,52,2,4,3293,Sixties
708176208,Existing Customer,48,Female,Graduate,Married,$40K - $60K,Blue,36,4,1,7268,Fourties
716474358,Existing Customer,43,Female,Unknown,Married,Less than $40K,Blue,35,3,2,1721,Fourties
713121408,Existing Customer,38,Male,College,Married,$80K - $120K,Blue,30,3,2,3976,Thirties
794567133,Existing Customer,52,Female,High School,Single,Less than $40K,Blue,35,2,3,1954,Fifties
717609633,Existing Customer,44,Male,Unknown,Married,$120K +,Blue,32,2,2,12725,Fourties
708899283,Existing Customer,40,Female,Uneducated,Single,Unknown,Blue,28,3,3,2690,Fourties
772415808,Existing Customer,48,Female,Post-Graduate,Married,$40K - $60K,Blue,38,3,1,2926,Fourties
716176683,Existing Customer,46,Male,Graduate,Single,$80K - $120K,Blue,33,1,1,2371,Fourties
709245783,Existing Customer,44,Female,Graduate,Married,Unknown,Blue,27,1,1,7751,Fourties
720507108,Attrited Customer,42,Female,College,Married,Less than $40K,Blue,28,3,2,1601,Fourties
716751858,Attrited Customer,34,Female,Unknown,Married,Less than $40K,Blue,36,3,3,2401,Thirties
712829808,Attrited Customer,39,Male,Uneducated,Married,$60K - $80K,Blue,29,3,4,2187,Thirties
711900033,Existing Customer,57,Female,Doctorate,Married,Unknown,Blue,46,2,1,4661,Fifties
712566258,Existing Customer,40,Female,Post-Graduate,Divorced,Unknown,Blue,27,3,1,8494,Fourties
